Sequence_ID,GC_content
PsbA-nuc-Nostocales_cyanobacterium_HT-58-2.fa_2Z87P.faa.final_tree.fa___photo_hmms___8c94f0f77db3909e0ce3edfb2d387621e4bdd944ee94fb160f7c4a32,51.62
PsbA-nuc-Oscillatoria_acuminata_PCC_6304.fa_2Z87P.faa.final_tree.fa___photo_hmms___b38058f311aad31233142c60e99c7b82fdbff9c0d7a1d8da2d0e2586,54.2
PsbA-nuc-Oscillatoria_acuminata_PCC_6304.fa_2Z87P.faa.final_tree.fa___photo_hmms___162d0cac9d7c4664c6f976de59fbc587ae8b47db5870773154499d28,54.11
PsbA-nuc-Oscillatoria_acuminata_PCC_6304.fa_2Z87P.faa.final_tree.fa___photo_hmms___2042c360d573e3b414ef57eead3b211b040ab3296eb3823fcc70ab6b,49.95
PsbA-nuc-Oscillatoria_acuminata_PCC_6304.fa_2Z87P.faa.final_tree.fa___photo_hmms___a600fa4f77cd40290ebe7cc0676ccd31f57afa4efbeb86a231cf0ee3,50.42
PsbA-nuc-Oscillatoria_acuminata_PCC_6304.fa_2Z87P.faa.final_tree.fa___photo_hmms___7ab299e58f5233bb8998a2f16c1c5fc11ab2e7ee0482238f9971f321,49.77
PsbA-nuc-Oscillatoria_acuminata_PCC_6304.fa_2Z87P.faa.final_tree.fa___photo_hmms___7688d31e3a13ce8eb6983cdb16f2abb2a16e781bd1ea3c5b28d582ae,51.8
PsbA-nuc-Oscillatoria_acuminata_PCC_6304.fa_2Z87P.faa.final_tree.fa___photo_hmms___e5c9bbb4406e59949aaeb56a207a5f33865cafa5181d368aef46acee,47.74
PsbA-nuc-Oscillatoria_nigro-viridis_PCC_7112.fa_2Z87P.faa.final_tree.fa___photo_hmms___99822d3c1f0de94ba47f9e4cd49a23c3fcd7d8d631a03794846a39f3,55.9
PsbA-nuc-Oscillatoria_nigro-viridis_PCC_7112.fa_2Z87P.faa.final_tree.fa___photo_hmms___82af5957bdeb4a31bc715bdc92c38ecea8705da7c0db1ff945fc42ff,52.26
PsbA-nuc-Oscillatoria_nigro-viridis_PCC_7112.fa_2Z87P.faa.final_tree.fa___photo_hmms___de6d89b85f993a2bf627e1acdc23b08e39d41ff35ea968bcd857e74d,51.67
PsbA-nuc-Oscillatoria_nigro-viridis_PCC_7112.fa_2Z87P.faa.final_tree.fa___photo_hmms___797eb9c7c759ddcbeb366f94aa96e5e3877df512d0bd9642b80d326e,49.66
PsbA-nuc-Oscillatoria_nigro-viridis_PCC_7112.fa_2Z87P.faa.final_tree.fa___photo_hmms___dba4e60f3b938df78263aa6bffb416646f27dcf1a495d54980d8c1af,52.08
PsbA-nuc-Oscillatoria_nigro-viridis_PCC_7112.fa_2Z87P.faa.final_tree.fa___photo_hmms___5aac4335f0a42d69b02ca6e2d07e0f65410512e2898659de9d8e9cc9,52.17
PsbA-nuc-Oscillatoria_nigro-viridis_PCC_7112.fa_2Z87P.faa.final_tree.fa___photo_hmms___055483e061c6b606d3b99f3feb61d3a27f1c93b699adcd2159b3ad80,52.54
PsbA-nuc-Oscillatoria_nigro-viridis_PCC_7112.fa_2Z87P.faa.final_tree.fa___photo_hmms___b10ec1077d3f596bd0c4182963d4ab542b5bd4ad94d2a8877cc73049,52.1
PsbA-nuc-Oscillatoria_nigro-viridis_PCC_7112.fa_2Z87P.faa.final_tree.fa___photo_hmms___d54e5ffe620796d692d27f96223898230f68607feddc379f46b8fbce,51.9
PsbA-nuc-Oscillatoria_nigro-viridis_PCC_7112.fa_2Z87P.faa.final_tree.fa___photo_hmms___dcf55852d68c0ac7281127a4899319326b280b175151dcce97310e96,55.62
PsbA-nuc-Oscillatoria_nigro-viridis_PCC_7112.fa_2Z87P.faa.final_tree.fa___photo_hmms___2330dd9c34066ce448d5a4d005c8f7f67e65ed3abe253628fe5c4ac9,51.89
PsbA-nuc-Oscillatoriales_cyanobacterium_CG2_30_40_61.fa_2Z87P.faa.final_tree.fa___photo_hmms___8d274df7fea77bf11d3782d4630d4070a99262dd9d3296f088071d21,45.11
PsbA-nuc-Oscillatoriales_cyanobacterium_CG2_30_40_61.fa_2Z87P.faa.final_tree.fa___photo_hmms___d3ef4b28659516947b639847d21e97829224ddbb56abcf19fffdeb66,47.83
PsbA-nuc-Oscillatoriales_cyanobacterium_CG2_30_40_61.fa_2Z87P.faa.final_tree.fa___photo_hmms___f011a8fe2141bb2c76010eec56313a8450df8db987907057a013ef24,48.11
PsbA-nuc-Oxynema_sp_AP17.fa_2Z87P.faa.final_tree.fa___photo_hmms___d26dc691409f25f5358e5fe3dcfe12ba1b5785c16e29fc56ff3b2cc3,55.68
PsbA-nuc-Oxynema_sp_AP17.fa_2Z87P.faa.final_tree.fa___photo_hmms___1d98a9394adac9d266ab56ab1a8d8523e2fe67693640b47db801b08e,54.06
PsbA-nuc-Oxynema_sp_AP17.fa_2Z87P.faa.final_tree.fa___photo_hmms___e014fb9663b23115f34dc1d80bc7ac72eaabe1ee933d3057a99e432e,58.45
PsbA-nuc-Oxynema_sp_AP17.fa_2Z87P.faa.final_tree.fa___photo_hmms___b4fb21b467cfa120a443565198ea5646dce3329a43952db51aebd9cb,51.85
PsbA-nuc-Oxynema_sp_AP17.fa_2Z87P.faa.final_tree.fa___photo_hmms___0693608d3c3c1b9364a73d1b9e787b56fc0ef7588e364ed73ce8568f,55.4
PsbA-nuc-Oxynema_sp_AP17.fa_2Z87P.faa.final_tree.fa___photo_hmms___f1da9c5e807e50fbd4ebbebd43ce89b22626a4da5a66054a047b5b14,55.77
PsbA-nuc-Phormidesmis_priestleyi_BC1401.fa_2Z87P.faa.final_tree.fa___photo_hmms___36df8afbd0b4f9619d8bc2ddc413a1a2189af395d8bcce6570078249,53.83
PsbA-nuc-Phormidesmis_priestleyi_BC1401.fa_2Z87P.faa.final_tree.fa___photo_hmms___4c27baf67a8c565eb4a88cb608dae4900dc1e95f9ae1c63917e42e2f,53.74
PsbA-nuc-Phormidesmis_priestleyi_BC1401.fa_2Z87P.faa.final_tree.fa___photo_hmms___013ba1e593410ae6460980711655e132f3fe18c1dd01afd6e0498e22,55.69
PsbA-nuc-Phormidium_ambiguum_IAM_M-71.fa_2Z87P.faa.final_tree.fa___photo_hmms___2e5d6aa13b70e78051d99047b9755725ea4bce45e578f4e45abc76df,49.49
PsbA-nuc-Phormidium_ambiguum_IAM_M-71.fa_2Z87P.faa.final_tree.fa___photo_hmms___d7ec6fb819d4557683cd48e81fc5fcd6bc7b9597e504f562e987bce3,44.32
PsbA-nuc-Phormidium_ambiguum_IAM_M-71.fa_2Z87P.faa.final_tree.fa___photo_hmms___5ae078e966bfa66b0d963c7bcc2ae06d5b573b49f2a0a19a0b03c90c,42.74
PsbA-nuc-Phormidium_sp_ETS-05.fa_2Z87P.faa.final_tree.fa___photo_hmms___2556f321d572ad368b2a393a1b766cc08f2829a1e1688be0700c2bec,53.58
PsbA-nuc-Phormidium_sp_ETS-05.fa_2Z87P.faa.final_tree.fa___photo_hmms___37814a44bcbc6b40b61ead9fbb99dd9495bccbf39b2c7c209d4cde9d,52.45
PsbA-nuc-Phormidium_sp_ETS-05.fa_2Z87P.faa.final_tree.fa___photo_hmms___8683583270965d0d197c2ac1b2267a076e93a1ecf65f7479838952ac,51.99
PsbA-nuc-Phormidium_sp_ETS-05.fa_2Z87P.faa.final_tree.fa___photo_hmms___e7c6dc150daa74925f3e231e92a86add26de29ebed231f509a8cc372,54.41
PsbA-nuc-Phormidium_sp_ETS-05.fa_2Z87P.faa.final_tree.fa___photo_hmms___c817879134c821578bb47691245bed3144005ee7fb207c090cbac4e4,57.63
PsbA-nuc-Phormidium_sp_ETS-05.fa_2Z87P.faa.final_tree.fa___photo_hmms___3742c06c6e2c69d490b4d50a9e237d209a8b895e94a4b976c7b77cf0,55.98
PsbA-nuc-Phormidium_sp_ETS-05.fa_2Z87P.faa.final_tree.fa___photo_hmms___29bfa19b25d6361b4df1819584c20bd0a9418ab10a16946abc87bbcd,52.84
PsbA-nuc-Phormidium_tenue_NIES-30.fa_2Z87P.faa.final_tree.fa___photo_hmms___aa35c612a5774941a7739af9f02787f4f52516e2413ef13d04aebf81,59.49
PsbA-nuc-Phormidium_tenue_NIES-30.fa_2Z87P.faa.final_tree.fa___photo_hmms___53b950fb4aa39fd1b6bdcb87030a25e8b4ed4715e93888186049718e,59.49
PsbA-nuc-Phormidium_tenue_NIES-30.fa_2Z87P.faa.final_tree.fa___photo_hmms___46a07f65d00627f0fb169a96370ae15c56d48c6a18ea02a5df9bec5c,57.27
PsbA-nuc-Phormidium_tenue_NIES-30.fa_2Z87P.faa.final_tree.fa___photo_hmms___f28ce478eb507df02a4cd54ebff96d8812d7b3232102911f858c6eba,57.82
PsbA-nuc-Phormidium_tenue_NIES-30.fa_2Z87P.faa.final_tree.fa___photo_hmms___d54c764210cdd1d038a5b5187ee8d9bda1b69c0e982888581a815cdc,57.16
PsbA-nuc-Planktothricoides_sp_SR001.fa_2Z87P.faa.final_tree.fa___photo_hmms___2d6ebdb0317a741a4238906b0fed05fc1e3b1d90b2bfc62a713d21af,51.43
PsbA-nuc-Planktothricoides_sp_SR001.fa_2Z87P.faa.final_tree.fa___photo_hmms___14975da3695394c661a321706325d3e59d0319f78e3e8a5054b2edfe,54.19
PsbA-nuc-Planktothricoides_sp_SR001.fa_2Z87P.faa.final_tree.fa___photo_hmms___eb64fbe86f933aab7366e22d688e46e59a9065187ad333532d272697,48.71
PsbA-nuc-Planktothricoides_sp_SR001.fa_2Z87P.faa.final_tree.fa___photo_hmms___d45762fd52b16d2b88f93e703076b792b1db83672ac715e894d1f1eb,52.12
PsbA-nuc-Planktothricoides_sp_SR001.fa_2Z87P.faa.final_tree.fa___photo_hmms___fbcf1281e4d96e191bfbc8db595b248ea88627cd8c6ca5aaefc5ab1f,44.27
PsbA-nuc-Planktothricoides_sp_SR001.fa_2Z87P.faa.final_tree.fa___photo_hmms___8df8340ee8bc420819e96102f1a1df59b95b74dcb63726dbb63d4627,52.48
PsbA-nuc-Planktothricoides_sp_SR001.fa_2Z87P.faa.final_tree.fa___photo_hmms___631234e8fb8fb0f72b01830ac313fe94e14d37d3746753e01a079b66,55.89
PsbA-nuc-Planktothricoides_sp_SR001.fa_2Z87P.faa.final_tree.fa___photo_hmms___84b5cc59b1b8584917bfd6465366de068a4e5518b0cfb69c073aefaf,54.66
PsbA-nuc-Planktothricoides_sp_SR001.fa_2Z87P.faa.final_tree.fa___photo_hmms___be26058dd63ae0e29e3a8019dd556338d31b202d0c7b049af085b268,49.51
PsbA-nuc-Planktothricoides_sp_SR001.fa_2Z87P.faa.final_tree.fa___photo_hmms___16e8c1d38ef806660007eda10e25b1a786d480208dd7a3c6d550073c,54.19
PsbA-nuc-Planktothricoides_sp_SR001.fa_2Z87P.faa.final_tree.fa___photo_hmms___d2fd4ff920c899927945a5fad1feb5d5ce7c5e01676c7bb3c7415d1c,55.89
PsbA-nuc-Planktothricoides_sp_SR001.fa_2Z87P.faa.final_tree.fa___photo_hmms___33ae9bc16d7405d5d79f6740ab671cddd599b5fa764b2ee46a0ddb91,47.85
PsbA-nuc-Planktothrix_agardhii_NIES-204.fa_2Z87P.faa.final_tree.fa___photo_hmms___d8fe2016c6d038075435ee5fb567baa539555de07201c4b7293be65f,49.03
PsbA-nuc-Planktothrix_agardhii_NIES-204.fa_2Z87P.faa.final_tree.fa___photo_hmms___000ff885b3da43a2793cd9a79d2296fbeb8a02b9da666e2f8322fd95,49.13
PsbA-nuc-Planktothrix_agardhii_NIES-204.fa_2Z87P.faa.final_tree.fa___photo_hmms___da437f2d173ac6478e680e3d33557bff70dc35dd1fc3c02f42772cbd,49.29
PsbA-nuc-Planktothrix_agardhii_NIES-204.fa_2Z87P.faa.final_tree.fa___photo_hmms___9343e29d4116247c3a305602e83970b6ee541a85d65f8e1ab96aa859,48.82
PsbA-nuc-Planktothrix_agardhii_NIVA-CYA_126_8.fa_2Z87P.faa.final_tree.fa___photo_hmms___f019c861cf96343a135400ff0278983d12e64012e54231e22257366c,49.39
PsbA-nuc-Planktothrix_agardhii_NIVA-CYA_126_8.fa_2Z87P.faa.final_tree.fa___photo_hmms___85b01dba82f6be4924b3d0d76d4000d89c765af07158a56c23843a09,49.17
PsbA-nuc-Planktothrix_agardhii_NIVA-CYA_126_8.fa_2Z87P.faa.final_tree.fa___photo_hmms___b6d343051389f0960e447d9c94c443365a02364978570ed0fe731e7a,50.56
PsbA-nuc-Planktothrix_agardhii_NIVA-CYA_126_8.fa_2Z87P.faa.final_tree.fa___photo_hmms___d80d842594113494ccb9bc902bef412d1cc401841afccf89e5513e1e,45.79
PsbA-nuc-Planktothrix_agardhii_NIVA-CYA_126_8.fa_2Z87P.faa.final_tree.fa___photo_hmms___cbc40ce959af4fb56ed66d96e860ac03a92c7b067209741c06ac4728,52.94
PsbA-nuc-Planktothrix_agardhii_NIVA-CYA_15.fa_2Z87P.faa.final_tree.fa___photo_hmms___b30b615c82a6f65970523c2d187a3f274ec52f6c9d4b4a83b3c39420,48.71
PsbA-nuc-Planktothrix_agardhii_NIVA-CYA_15.fa_2Z87P.faa.final_tree.fa___photo_hmms___53d833c8b484d17afc4db5761e0863f05285f6ecb6cc5c7a2b18c71b,49.33
PsbA-nuc-Planktothrix_agardhii_NIVA-CYA_15.fa_2Z87P.faa.final_tree.fa___photo_hmms___54b31c1ddc00c8f366cb05a37f9d1b039a0903b4f807e8e55c6dbc7e,49.2
PsbA-nuc-Planktothrix_agardhii_NIVA-CYA_15.fa_2Z87P.faa.final_tree.fa___photo_hmms___f12de4c756b379d74b367b8ac668859a026dfe255448779e0246f372,47.83
PsbA-nuc-Planktothrix_agardhii_NIVA-CYA_15.fa_2Z87P.faa.final_tree.fa___photo_hmms___57fbdd90facde258ce38eeb56c7a8e2845fad0322423b1e9dee94cd7,48.8
PsbA-nuc-Pleurocapsa_sp_PCC_7319.fa_2Z87P.faa.final_tree.fa___photo_hmms___4f4ebcbe3de746064f0cf331d9cc9e8fa1e27cc4ef84a02dca998e41,46.26
PsbA-nuc-Pleurocapsa_sp_PCC_7319.fa_2Z87P.faa.final_tree.fa___photo_hmms___97799d32d443d806cbe830845e08049daef83509cd472840194ee4f2,44.59
PsbA-nuc-Pleurocapsa_sp_PCC_7319.fa_2Z87P.faa.final_tree.fa___photo_hmms___a8b5489b2e48940f3bdfa99edaad6b650ddc38ae87f5fb4b570ea151,46.08
PsbA-nuc-Pleurocapsa_sp_PCC_7319.fa_2Z87P.faa.final_tree.fa___photo_hmms___3cf2d0b9dd0c0ef8f260e4544b67f8f2bbbe03f8c3eac0a107893bbb,41.64
PsbA-nuc-Pleurocapsa_sp_PCC_7319.fa_2Z87P.faa.final_tree.fa___photo_hmms___106a4e1d732f24d59ba24b97690ebad5a430240019d7e69644b40164,46.26
PsbA-nuc-Pleurocapsa_sp_PCC_7319.fa_2Z87P.faa.final_tree.fa___photo_hmms___6b5a30ed2490a2240c1522020ba63a5db3ef7c83ba1c845cd6ac19ee,47.03
PsbA-nuc-Pleurocapsa_sp_PCC_7319.fa_2Z87P.faa.final_tree.fa___photo_hmms___932dcdc5974f884fb43042e14fc8ba4784defef059b9b401e868ddf5,44.23
PsbA-nuc-Pleurocapsa_sp_PCC_7319.fa_2Z87P.faa.final_tree.fa___photo_hmms___aa268850475cd6af779d4074b7783f5b3c919f1b5007b270cd066159,46.54
PsbA-nuc-Pleurocapsa_sp_PCC_7319.fa_2Z87P.faa.final_tree.fa___photo_hmms___7d4978fdcfab45b17298112ca08a1007b4c50a386bf212af62d6d3a8,47.59
PsbA-nuc-Prochlorococcus_marinus_str_AS9601.fa_2Z87P.faa.final_tree.fa___photo_hmms___6f5f86868112fac9992e0eb6fb402437626b45addda02ca6ac81d39f,43.77
PsbA-nuc-Prochlorococcus_marinus_str_AS9601.fa_2Z87P.faa.final_tree.fa___photo_hmms___b700792d30450f30116034215610b0a55aaf8af1fc6c7e2cb87a0909,43.77
PsbA-nuc-Prochlorococcus_marinus_str_AS9601.fa_2Z87P.faa.final_tree.fa___photo_hmms___d245fe8f245ec729e60ea547dc160a805d81efd3a75eb292d73eee83,40.39
PsbA-nuc-Prochlorococcus_marinus_str_CCMP1375.fa_2Z87P.faa.final_tree.fa___photo_hmms___9d66607be26a56e074a6d1b2adc563c6fb698cad05239d8cc7977dda,44.51
PsbA-nuc-Prochlorococcus_marinus_str_CCMP1375.fa_2Z87P.faa.final_tree.fa___photo_hmms___1da67a56e5813238b3b676b68b4ddce4c794c20de28321c488b3428a,44.48
PsbA-nuc-Prochlorococcus_marinus_str_MIT_9215.fa_2Z87P.faa.final_tree.fa___photo_hmms___38fc1bad405bb962288cec87c8f53c95a244854fb65cfc7a3ed1e5ec,43.19
PsbA-nuc-Prochlorococcus_marinus_str_MIT_9215.fa_2Z87P.faa.final_tree.fa___photo_hmms___f7b0231c3e92e98eda070fc3868f8254d5a9528775b7cb3887b7c869,43.49
PsbA-nuc-Prochlorococcus_marinus_str_MIT_9215.fa_2Z87P.faa.final_tree.fa___photo_hmms___3aeb96db686eff654647e48a37a3dc6c4cb21c49b81f746d45784ccc,40.67
PsbA-nuc-Prochlorococcus_marinus_str_MIT_9301.fa_2Z87P.faa.final_tree.fa___photo_hmms___00b6b9f8d5a72bb8b1115a36fdb004517d692110d6a7fc65920a2444,43.95
PsbA-nuc-Prochlorococcus_marinus_str_MIT_9301.fa_2Z87P.faa.final_tree.fa___photo_hmms___1a7103dbcc07db7093962881f1ccfc4544fbebf07de75a2d654fdefa,40.95
PsbA-nuc-Prochlorococcus_marinus_str_MIT_9303.fa_2Z87P.faa.final_tree.fa___photo_hmms___366ae9b6a6457b21cc1620e52a8f4762ebf38f4838fa14feb451cd33,53.76
PsbA-nuc-Prochlorococcus_marinus_str_MIT_9303.fa_2Z87P.faa.final_tree.fa___photo_hmms___9129852fec1b8e8ca680d0318656e7ad45d1f6c061b2223f214d9135,55.21
PsbA-nuc-Prochlorococcus_marinus_str_MIT_9303.fa_2Z87P.faa.final_tree.fa___photo_hmms___c1fd01e4c726caac2f6a43b62622c4e6a32902e422c420a55c1e3a41,53.76
PsbA-nuc-Prochlorococcus_marinus_str_MIT_9312.fa_2Z87P.faa.final_tree.fa___photo_hmms___496e3dcfd0168cb5dfb93c004a0d9977aeca1453ebf41895b5ec1d2d,44.23
PsbA-nuc-Prochlorococcus_marinus_str_MIT_9312.fa_2Z87P.faa.final_tree.fa___photo_hmms___e3df57958fe4e35d60972df51bfb99fcd3e8f44df24cf94f29d6a847,44.23
PsbA-nuc-Prochlorococcus_marinus_str_MIT_9312.fa_2Z87P.faa.final_tree.fa___photo_hmms___10fcee1e700c0f46c0f828ca07a0bacbd537d946ba3f0e7256e306e5,40.85
PsbA-nuc-Prochlorococcus_marinus_str_MIT_9313.fa_2Z87P.faa.final_tree.fa___photo_hmms___d7861ef1c9d93def59a067eaf5fdc35981d0d05b6d5c5c1fb44c7e9d,53.57
PsbA-nuc-Prochlorococcus_marinus_str_MIT_9313.fa_2Z87P.faa.final_tree.fa___photo_hmms___097eda9c07e9618aff8a7303e175263e198beefc19a27c8720912efa,54.73
PsbA-nuc-Prochlorococcus_marinus_str_MIT_9313.fa_2Z87P.faa.final_tree.fa___photo_hmms___ca4a135500c43effc40ebb1faa0d5168357309b3ba85d5e8daef9309,53.48
PsbA-nuc-Prochlorococcus_marinus_str_NATL1A.fa_2Z87P.faa.final_tree.fa___photo_hmms___2ab8a068cf108e704c04700b4545a217f41c96bd7ef48d7b57206a61,46.63
PsbA-nuc-Prochlorococcus_marinus_str_NATL1A.fa_2Z87P.faa.final_tree.fa___photo_hmms___48a17de888398c0a1308fde31dd7578ba1a6876f1359e6b046f98df4,46.63
PsbA-nuc-Prochlorococcus_marinus_str_NATL1A.fa_2Z87P.faa.final_tree.fa___photo_hmms___6ac6547cc1a2ae8bb70d9818eb0305cb7adaeda3c5b7ec0e615c84c5,46.63
PsbA-nuc-Prochlorococcus_marinus_str_NATL1A.fa_2Z87P.faa.final_tree.fa___photo_hmms___b594ba6944707dd53056b052a467e23f9823313766568e37eca847c1,44.38
PsbA-nuc-Prochlorococcus_sp_MIT_0604.fa_2Z87P.faa.final_tree.fa___photo_hmms___13dcd0176ff28123eddc4da43b2c56e649b1027ac4330d11bb69d39b,43.95
PsbA-nuc-Prochlorococcus_sp_MIT_0604.fa_2Z87P.faa.final_tree.fa___photo_hmms___c246081d437df964f6d754f57d53c665a906dfb30fbe114c7c6088a0,40.85
PsbA-nuc-Prochlorococcus_sp_MIT_0801.fa_2Z87P.faa.final_tree.fa___photo_hmms___a66952e0223b97a2c6b38984bbfe0456567c5882ccd6e3ab05905e6b,46.91
PsbA-nuc-Prochlorococcus_sp_MIT_0801.fa_2Z87P.faa.final_tree.fa___photo_hmms___1827e292ae036e27dcdf34dc17c75792d78a3def945f893232a6c201,46.81
PsbA-nuc-Prochlorococcus_sp_MIT_0801.fa_2Z87P.faa.final_tree.fa___photo_hmms___fef9b622aeca1e16527f4ffd0d484f9620914693a55ea225b326c8fe,46.81
PsbA-nuc-Prochlorococcus_sp_MIT_0801.fa_2Z87P.faa.final_tree.fa___photo_hmms___f34b37ab9893536c9812f9e3d7a158948fc03dd36029ec7cda5d65ff,44.57
PsbA-nuc-Pseudanabaena_biceps_PCC_7429.fa_2Z87P.faa.final_tree.fa___photo_hmms___7af671872488719f133c190c311300917b6a31502ea2fb7820c50482,48.57
PsbA-nuc-Pseudanabaena_biceps_PCC_7429.fa_2Z87P.faa.final_tree.fa___photo_hmms___cdc6b6a55cc8734d58f26f1c04d3429869cbeaf5dd1cba24c13635f9,48.03
PsbA-nuc-Pseudanabaena_sp_ABRG5-3.fa_2Z87P.faa.final_tree.fa___photo_hmms___859e7a414c8555bee44255f02ef3a25006949e270a69ac3b66af94a6,48.29
PsbA-nuc-Pseudanabaena_sp_ABRG5-3.fa_2Z87P.faa.final_tree.fa___photo_hmms___a407daefe1609f5d49b0ddaacc1c40753b56d13f2db8eeb036b341d1,47.66
PsbA-nuc-Pseudanabaena_sp_ABRG5-3.fa_2Z87P.faa.final_tree.fa___photo_hmms___72ea8fa44a4ff6d4a60cb02c974bbbe7ae455a371c91f64ba63eda3d,48.29
PsbA-nuc-Pseudanabaena_sp_ABRG5-3.fa_2Z87P.faa.final_tree.fa___photo_hmms___75c4fda985f75d097bf5d0c924f5cd7f6c427f03b6e36f3aa2e2cb3e,48.29
PsbA-nuc-Pseudanabaena_sp_ABRG5-3.fa_2Z87P.faa.final_tree.fa___photo_hmms___8fdc389e3b4d4d513f7ae7cc191e379308cd49c3dfd678f1ed3fa4b7,45.98
PsbA-nuc-Pseudanabaena_sp_PCC_7367.fa_2Z87P.faa.final_tree.fa___photo_hmms___5273161e0ba0067ffe0994382c0b0eaf4d46f56fe33b4fcd0f60f63d,48.59
PsbA-nuc-Pseudanabaena_sp_PCC_7367.fa_2Z87P.faa.final_tree.fa___photo_hmms___e5ce5a256cb4ab13d0436f39d1b95860082475cce3fbd2c3c9c36d5e,51.52
PsbA-nuc-Pseudanabaena_sp_PCC_7367.fa_2Z87P.faa.final_tree.fa___photo_hmms___42c18c330cb82ab1f71a52000a6edc6e822ba82faa887e71e73fcdf0,51.25
PsbA-nuc-Pseudanabaena_sp_Roaring_Creek.fa_2Z87P.faa.final_tree.fa___photo_hmms___944df0833f6298b7ae9e0238adf60e81447d657b44ed1fc30498399e,49.91
PsbA-nuc-Pseudanabaena_sp_Roaring_Creek.fa_2Z87P.faa.final_tree.fa___photo_hmms___61798fa9555d55cfb7f4f8806483f4472f3640c20c993bed8266c62c,47.68
PsbA-nuc-Pseudanabaena_sp_Roaring_Creek.fa_2Z87P.faa.final_tree.fa___photo_hmms___f5c358b86ceb57e75330ab7d1b0574611098dd97c416c585d831be49,48.03
PsbA-nuc-Richelia_sinica_FACHB-800.fa_2Z87P.faa.final_tree.fa___photo_hmms___1dba377522170ecff878f382dd3ef8458eec45ab2206ced3cddfa201,52.03
PsbA-nuc-Richelia_sinica_FACHB-800.fa_2Z87P.faa.final_tree.fa___photo_hmms___9e5fc6b384645f2b2740b4e6be9ae9aec39eb036d4f3616c33cb8976,51.27
PsbA-nuc-Richelia_sinica_FACHB-800.fa_2Z87P.faa.final_tree.fa___photo_hmms___3153cd2ad4b6721bc173f33646b103e4b1485e0f33c1051d170a56a0,48.57
PsbA-nuc-Richelia_sinica_FACHB-800.fa_2Z87P.faa.final_tree.fa___photo_hmms___ecba9103eebb66218428815b27edd290727746e21ff0c0673303363f,48.43
PsbA-nuc-Richelia_sinica_FACHB-800.fa_2Z87P.faa.final_tree.fa___photo_hmms___c0e561d45f79131b2301fa0be22c1a24c79e5fa7d8e685b185616f5f,44.11
PsbA-nuc-Richelia_sinica_FACHB-800.fa_2Z87P.faa.final_tree.fa___photo_hmms___f70f4adbc6482f25851b275fe6a52f88789e4fc9eddc509de90d0910,48.66
PsbA-nuc-Rippkaea_orientalis_PCC_8801.fa_2Z87P.faa.final_tree.fa___photo_hmms___4f1994518e93ac0903afccc058d841a4af70331eef0cfbb5414125bc,51.56
PsbA-nuc-Rippkaea_orientalis_PCC_8801.fa_2Z87P.faa.final_tree.fa___photo_hmms___aa18285472f9489b9b8cea343191c6f8fdd3b0db12d1f01cfe7bb7fc,47.81
PsbA-nuc-Rippkaea_orientalis_PCC_8801.fa_2Z87P.faa.final_tree.fa___photo_hmms___a54cf273487bb2c6a6fd4d8c02bcf97ca5460e559cbc2860c4dde460,51.94
PsbA-nuc-Rippkaea_orientalis_PCC_8801.fa_2Z87P.faa.final_tree.fa___photo_hmms___7d101cd16e9741bea3d22dcaef42540373afe8db6702f76331f3a1f0,47.71
PsbA-nuc-Rippkaea_orientalis_PCC_8801.fa_2Z87P.faa.final_tree.fa___photo_hmms___4d4e5cbaf4d61a01cb02587a93c690e6599019350fd0fd8249d71c0e,46.57
PsbA-nuc-Rippkaea_orientalis_PCC_8801.fa_2Z87P.faa.final_tree.fa___photo_hmms___33ad0a2a9a8897673c3d76bef349d90b57aa24e30bcb848f902c7d09,44.91
PsbA-nuc-Rippkaea_orientalis_PCC_8802.fa_2Z87P.faa.final_tree.fa___photo_hmms___be75a0866c672efb7064ca049b1607ed95b535edacbf9fc9912f7386,51.56
PsbA-nuc-Rippkaea_orientalis_PCC_8802.fa_2Z87P.faa.final_tree.fa___photo_hmms___2fe6e1696cccecbc0a3c4925e6b9dcef174cbfd73eb387d248b27fea,47.71
PsbA-nuc-Rippkaea_orientalis_PCC_8802.fa_2Z87P.faa.final_tree.fa___photo_hmms___af8648ecf3e3808747593388eee76717f7974317f2e7f6334443d951,51.46
PsbA-nuc-Rippkaea_orientalis_PCC_8802.fa_2Z87P.faa.final_tree.fa___photo_hmms___bbc8f2a02b2ead6bc21361d968a416af3161414888d430a3ed92ce02,47.9
PsbA-nuc-Rippkaea_orientalis_PCC_8802.fa_2Z87P.faa.final_tree.fa___photo_hmms___2ce14b049b30e358b8055c239e09d7412a87e9ea53d66e77756e6447,46.67
PsbA-nuc-Rippkaea_orientalis_PCC_8802.fa_2Z87P.faa.final_tree.fa___photo_hmms___9590fabb4559ec8b8ec86b257ac88c8f2250e2716de87c180db92880,44.63
PsbA-nuc-Rivularia_sp_PCC_7116.fa_2Z87P.faa.final_tree.fa___photo_hmms___8f06f47ddf9de1c115f788e46c1df42445174f04c311802eac1c4352,45.89
PsbA-nuc-Rivularia_sp_PCC_7116.fa_2Z87P.faa.final_tree.fa___photo_hmms___13086bcf96df1c7e38d826038ec02fd01998ca99f9d106905b556b87,45.98
PsbA-nuc-Rivularia_sp_PCC_7116.fa_2Z87P.faa.final_tree.fa___photo_hmms___9109e1b854f80e74462e1b8e28f9cb3e79d90c7c71049600771a64bd,43.49
